device_id,name,manufacturer,category,type,_source,_source_sub,is_new_vs_neurotool,is_new_vs_existing,Code,inner_diameter_in,outer_diameter_in,length_cm,length,minid,maxod,Proximal OD (F),Distal OD (F),Vessel diameters,Description,comments,Comments,material,Materials Used,design,Coil Type,url1,url2,AV Connection,Access,Acute or Chronic,Adjunctive Procedures,Antithrombogenic,Antithrombogenic (Yes/No),Aorto-Uni-Iliac/Converter Length (cm),Aorto-Uni-Iliac/Converter Proximal Diameter (mm),Approach,Arch Width (mm),Balloon Diameter (mm),Balloon Diameters (mm),Balloon Lengths (cm),Balloon Lengths (mm),Balloon Nominal Pressure (atm),Balloon Rated Burst Pressure (atm),Balloon Working Length (mm),Barrel Volume (mL),Blade Range (mm),Branch Diameter (mm),Branched Design,CE Mark Indication,CE Mark Indications,CT artefacts,Cannula Size (F),Catheter Carrier System ID (F),Catheter Endhole Diameter ID (inch),Catheter Length (cm),Catheter Size (F),Catheter Size/Length (F/cm),Catheter Type,Catheter Usable Length (cm),Catheter Working Length (cm),Cautions,Cell Design,Coated (Yes/No),Coating Type,Coil Diameter (mm),Coil Length (cm),Color,Color Coded,Common Iliac Artery Length (cm),Components,Composition,Crossing Profile (inch),Crossing Profile (mm),Crown Diameter (mm),Cuff Diameter (mm),Cuff Length (cm),Curved or Straight,Curved/Straight,Delivery Cable Length (cm),Delivery Sheath OD (F),Delivery System,Delivery System Length (cm),Delivery System Profile: Device OD (mm),Delivery System Profile: Device Outer Diameter (F),Design,Detachment,Device Diameter (mm),Device Height (mm),Device Length (mm),Device Shape,Device Size (mm),Diameter (inch),Diameter (mm),Diameters (mm),Dilator Construction,Dilator Length (cm),Distal Device Diameter (mm),Distal Size (F),Drug Concentration (µg/mm2),Drug Delivered,Drug Type,Durometer,Electrode Design,Embolic Protection Device,Energy Source,Excipient Type,External Artery Length (cm),Firing Scheme,Fistula Site(s),Fixation Location,Flexible Tip Length (cm),Gauge,Graft Material,Guide Catheter Compatibility (F),Guidewire Compatibility (inch),Hydrophilic Coated,Hydrophilic Coating,Hydrophilic Coating (Yes/No),Iliac Leg Extensions Diameter (mm),Iliac Leg Extensions Length (cm),Iliac Limb Diameter (mm),Iliac Limb Length (cm),Imaging Diameter (mm),Imaging Guidance,Indicated Caval Diameter (mm) (based on average caval diameter),Internal Diameter (inch),Introducer Size (F),Latch Type,Length (cm),Length (mm),Lengths (cm),Luminescent Gauge (Yes/No),Main Body Delivery System Profile: Device OD (F),Main Body Diameter (mm),Main Body Extensions Diameter (mm),Main Body Extensions Length (cm),Main Body Length (cm),Material,Material Used,Max Pulses/Max Cycles (pulses per cycle),Maximum Deployed Length (mm),Maximum Guidewire (inch),Maximum Guidewire Compatibility (inch),Maximum Guidewire Size (inch),Maximum Inflated Balloon Diameter (mm),Maximum Tip Diameter (mm),Maximum Wire Compatibility,Maximum Wire Compatibility (inch),Measuring Increments,Mechanism of Action,Method of Detachment,Middle Size (F),Minimum Guide Catheter ID (F),Minimum Guide Catheter ID (inch/mm),Minimum Guide Catheter Size (F),Minimum Guiding Catheter (F),Minimum Guiding Catheter ID (inch),Minimum Microcatheter (inch),Minimum Sheath Diameter (F),Minimum Vessel Diameter (mm),Modality,Mode of Operation,Nitinol Reinforced Section Diameter (mm),Nitinol Reinforced Section Length (cm),Nominal Pressure (atm),Number of Catheter Sizes,Number of Lumens,Occluders Diameter (mm),Outflow,Parent Vessel Diameter (mm),Permanent/Retrievable,Polymer,Polymer Cartridge Size (mL),Polymer Type,Position,Preparation,Pressure Range (atm),Proximal Device Diameter (mm),Proximal Size (F),Puncture Size (F),Radiopaque Tip,Radiopaque Tip (Yes/No),Rated Burst Pressure (atm),Recommended Catheter Sizes (ID) (inch),Recommended Delivery Catheter Sizes (ID) (inch),Recommended Guide Catheter Size (inch),Recommended Guidewire (inch),Recommended Guidewire Size (inch),Recommended Introducer Size (F),Recommended Vessel (mm),Research,Resheathable,Safety Mechanisms,Shaft Diameter (mm),Shaft Distal Section (F),Shaft Length (cm),Shaft Length (mm),Sheath Compatibility (F),Sheath Length (cm),Sheath Required for Delivery,Sheath Size (F),Sideholes (Yes/No),Size (F),Sizes,Sizes (mm),Sizes (µm),Snare Length (cm),Snare Type,Stent Diameter (mm),Stent Diameters (mm),Stent Expansion,Stent Length (mm),Stent Lengths (mm),Stent Material,Straight Stent Diameters (mm),Straight Stent Lengths (mm),Strengths,Support Catheter Construction,Surface coating,Tapered Stent Diameters (Proximal/Distal) (mm),Tapered Stent Lengths (mm),Technology,Threads,Tip,Tip Length (cm),Tip Length (mm),Tip Type,Tip-to-Cuff Insertion Length (cm),Type,"Type (Detachable, Pushable)",Type (Fixed or Movable Core),Type of Catheter Construction,Type of Special Access,US FDA Indicated Use,Variety of Selective Shapes,Vascular Graft Section Introducer Size (F),Vascular Graft Section Recommended Guidewire (inch),Vial Size (mL),Viscosity,Wavelength (nm),Wire Compatibility,Wire Diameters (inch),Wire Size (inch),Working Diameter (mm),Working Diameters (mm),Working Length (cm),category_name,category_slug,device_type,dmso,features,ifu,image,incompatibility,indications,materials,maxod_cat,minid_empirical,recommended,recommendedParentId,sizetable,specifications,stent diameter mm,stent length mm,subcategory,tablecaption,tip lengths,url,youtube
EVT-EU-1263,EVRF,F Care Systems,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR45- GSV; CR12- Reticular Perforator Colaterall up to 2 mm and up to 6 mm for C4 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14, 120",,"1 (gauge 20, 24)",,,,,,,,,,,,,,,,,,,,,Radiofrequency,,,,,,,,,,,,,,,,,,–,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,CR45- GSV; CR12- Reticular Perforator Colaterall up to 2 mm and up to 6 mm for C4 30,,,,,,,"{'Wavelength (nm)': '–', 'Sheath Size (F)': '1 (gauge 20, 24)', 'Sheath Length (cm)': '14, 120'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1264,Filler,Invamed,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Treatment of iliac artery aneurysms, AAAs, and endoleaks using polymer n-BCA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,6,,,,,,,,,,,,,,,,,,,,,Polymer (n-BCA),,,,,,,,,,,,,,,,,,–,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,"Treatment of iliac artery aneurysms, AAAs, and endoleaks using polymer n-BCA",,,,,,,"{'Wavelength (nm)': '–', 'Sheath Size (F)': '6', 'Sheath Length (cm)': '90'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1265,FlexiPulse,Dornier MedTech GmbH,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,–,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,940,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,–,,,,,,,"{'Wavelength (nm)': '940', 'Sheath Size (F)': '–', 'Sheath Length (cm)': '–'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1266,Introducer Kits,Total Vein Systems,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arterial and venous procedures requiring percutaneous introduction of intravascular devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7, 11, 20, 25, 35, 45, 55, 65, 85",,"4, 5, 6, 7",,,,,,,,,,,,,,,,,,,,,Introducer kit,,,,,,,,,,,,,,,,,,–,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,Arterial and venous procedures requiring percutaneous introduction of intravascular devices,,,,,,,"{'Wavelength (nm)': '–', 'Sheath Size (F)': '4, 5, 6, 7', 'Sheath Length (cm)': '7, 11, 20, 25, 35, 45, 55, 65, 85'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1267,Laser Fibers,Total Vein Systems,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliver laser light to soft tissue in the contact and noncontact mode during surgical procedures including via endoscopes and cystoscopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,–,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,"Argon, KTP/532, Ho:YAG, Nd:YAG, 1.44Y AG, and Diode (532–2,100 nm)",,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,Deliver laser light to soft tissue in the contact and noncontact mode during surgical procedures including via endoscopes and cystoscopes,,,,,,,"{'Wavelength (nm)': 'Argon, KTP/532, Ho:YAG, Nd:YAG, 1.44Y AG, and Diode (532–2,100 nm)', 'Sheath Size (F)': '–', 'Sheath Length (cm)': '–'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1268,LiteBeam +,Dornier MedTech GmbH,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,–,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,"1,470",,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,–,,,,,,,"{'Wavelength (nm)': '1,470', 'Sheath Size (F)': '–', 'Sheath Length (cm)': '–'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1269,NeverTouch,AngioDynamics,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endovascular coagulation of the great saphenous vein in patients with superficial vein reflux, for the treatment of varicose veins and varicosities associated with superficial reflux of the great saphenous vein, and for the treatment of incompetence and reflux of superficial veins of the lower extremity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25, 45, 65, 90",,4,,,,,,,,,,,,,,,,,,,,,Procedure kit,,,,,,,,,,,,,,,,,,All,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,"Endovascular coagulation of the great saphenous vein in patients with superficial vein reflux, for the treatment of varicose veins and varicosities associated with superficial reflux of the great saphenous vein, and for the treatment of incompetence and reflux of superficial veins of the lower extremity",,,,,,,"{'Wavelength (nm)': 'All', 'Sheath Size (F)': '4', 'Sheath Length (cm)': '25, 45, 65, 90'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1270,NeverTouch Direct,AngioDynamics,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of varicose veins and varicosities associated with superficial vein reflux of the great saphenous vein and for the treatment of incompetent refluxing veins in the superficial venous system in the lower limb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,600 µm,,,,,,,,,,,,,,,,,,,,,Procedure kit,,,,,,,,,,,,,,,,,,All,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,Treatment of varicose veins and varicosities associated with superficial vein reflux of the great saphenous vein and for the treatment of incompetent refluxing veins in the superficial venous system in the lower limb,,,,,,,"{'Wavelength (nm)': 'All', 'Sheath Size (F)': '600 µm', 'Sheath Length (cm)': '10'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1271,simLa6,iMS GmbH,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A surgical laser system for endovenous laser treatment (treatment of varicosis) in phlebology/vascular surgery; used in conjunction with the approved applicator fibers which are typically introduced directly into the veins/varicose veins to be treated using so-called introducers; indicated for the coagulation of the soft tissue/the denaturing of collagen in the vein (wall); the objective is the permanent sclerosing/occlusion of constricted leg veins; minimally invasive thermal treatment of varicose veins using primarily glass fibers applicators of varying external diameters that emit radially,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,–,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,"1,940",,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,A surgical laser system for endovenous laser treatment (treatment of varicosis) in phlebology/vascular surgery; used in conjunction with the approved applicator fibers which are typically introduced directly into the veins/varicose veins to be treated using so-called introducers; indicated for the coagulation of the soft tissue/the denaturing of collagen in the vein (wall); the objective is the permanent sclerosing/occlusion of constricted leg veins; minimally invasive thermal treatment of varicose veins using primarily glass fibers applicators of varying external diameters that emit radially,,,,,,,"{'Wavelength (nm)': '1,940', 'Sheath Size (F)': '–', 'Sheath Length (cm)': '–'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1272,Spotlight OPS,AngioDynamics,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of varicose veins and varicosities associated with superficial vein reflux of the great saphenous vein and with the treatment of incompetent refluxing veins in the superficial venous system in the lower limb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25, 55, 80",,4,,,,,,,,,,,,,,,,,,,,,Procedure kit,,,,,,,,,,,,,,,,,,All,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,Treatment of varicose veins and varicosities associated with superficial vein reflux of the great saphenous vein and with the treatment of incompetent refluxing veins in the superficial venous system in the lower limb,,,,,,,"{'Wavelength (nm)': 'All', 'Sheath Size (F)': '4', 'Sheath Length (cm)': '25, 55, 80'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1273,ThermaBlock,Invamed,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of the great saphenous vein and the small saphenous vein; no generator is needed; disposable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,6,,,,,,,,,,,,,,,,,,,,,Handheld endovenous radiofrequency ablation catheter (without generator),,,,,,,,,,,,,,,,,,All,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,Treatment of the great saphenous vein and the small saphenous vein; no generator is needed; disposable,,,,,,,"{'Wavelength (nm)': 'All', 'Sheath Size (F)': '6', 'Sheath Length (cm)': '100'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1274,TVS 1470,Total Vein Systems,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surgical applications requiring the vaporization, incision, excision, ablation, cutting, and hemostasis, or coagulation of soft tissue in conjunction with endoscopic equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,–,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,"1,470 (15 watt)",,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,"Surgical applications requiring the vaporization, incision, excision, ablation, cutting, and hemostasis, or coagulation of soft tissue in conjunction with endoscopic equipment",,,,,,,"{'Wavelength (nm)': '1,470 (15 watt)', 'Sheath Size (F)': '–', 'Sheath Length (cm)': '–'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1275,TVS 1470 Nano,Total Vein Systems,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surgical applications requiring the vaporization, incision, excision, ablation, cutting, and hemostasis, or coagulation of soft tissue in conjunction with endoscopic equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,–,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,"1,470 (7 watt)",,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,"Surgical applications requiring the vaporization, incision, excision, ablation, cutting, and hemostasis, or coagulation of soft tissue in conjunction with endoscopic equipment",,,,,,,"{'Wavelength (nm)': '1,470 (7 watt)', 'Sheath Size (F)': '–', 'Sheath Length (cm)': '–'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1276,VariClose,Biolas,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Embolization polymer that is indicated for ablation by polymerization of saphenous vein (vena saphena magna, valve saphenous parva) or perforator veins in endovenous treatment of incompetent lower-extremity varicose veins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,6,,,,,,,,,,,,,,,,,,,,,Vein sealing system,,,,,,,,,,,,,,,,,,–,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,"Embolization polymer that is indicated for ablation by polymerization of saphenous vein (vena saphena magna, valve saphenous parva) or perforator veins in endovenous treatment of incompetent lower-extremity varicose veins",,,,,,,"{'Wavelength (nm)': '–', 'Sheath Size (F)': '6', 'Sheath Length (cm)': '90'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1277,Veinoff,Invamed,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of varicose veins (tributary veins) by a simple ablative polymerization method; small amounts of polymer (OCA) injected endovenously by a butterfly catheter and small injector system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,–,,,,,,,,,,,,,,,,,,,,,Polymer,,,,,,,,,,,,,,,,,,–,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,Treatment of varicose veins (tributary veins) by a simple ablative polymerization method; small amounts of polymer (OCA) injected endovenously by a butterfly catheter and small injector system,,,,,,,"{'Wavelength (nm)': '–', 'Sheath Size (F)': '–', 'Sheath Length (cm)': '–'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1278,VenaBlock,Invamed,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Treatment of venous insufficiency; indicated for use in the permanent closure of lower extremity superficial truncal veins, such as the great saphenous vein and perforator vein, continuously while applying pressure over the target vein segment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,6,,,,,,,,,,,,,,,,,,,,,Delivery system,,,,,,,,,,,,,,,,,,–,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,"Treatment of venous insufficiency; indicated for use in the permanent closure of lower extremity superficial truncal veins, such as the great saphenous vein and perforator vein, continuously while applying pressure over the target vein segment",,,,,,,"{'Wavelength (nm)': '–', 'Sheath Size (F)': '6', 'Sheath Length (cm)': '90'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1279,VenaBlock Automated System,Invamed,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Treatment of venous insufficiency; indicated for use in the permanent closure of lower extremity superficial truncal veins, such as the great saphenous vein and perforator vein, continuously while applying pressure over the target vein segment automatically",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,6,,,,,,,,,,,,,,,,,,,,,Delivery system,,,,,,,,,,,,,,,,,,–,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,"Treatment of venous insufficiency; indicated for use in the permanent closure of lower extremity superficial truncal veins, such as the great saphenous vein and perforator vein, continuously while applying pressure over the target vein segment automatically",,,,,,,"{'Wavelength (nm)': '–', 'Sheath Size (F)': '6', 'Sheath Length (cm)': '200'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1280,VenaCure 1470,AngioDynamics,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of varicose veins and varicosities with superficial reflux of the greater saphenous vein and in the treatment of incompetent refluxing veins in the superficial venous system in the lower limb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,–,,,,,,,,,,,,,,,,,,,,,Laser,,,,,,,,,,,,,,,,,,"1,470",,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,Treatment of varicose veins and varicosities with superficial reflux of the greater saphenous vein and in the treatment of incompetent refluxing veins in the superficial venous system in the lower limb,,,,,,,"{'Wavelength (nm)': '1,470', 'Sheath Size (F)': '–', 'Sheath Length (cm)': '–'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1281,VenaSeal Closure System,Medtronic,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Intended for the permanent, complete, endovascular adhesive closure of the great saphenous vein and associated varicosities in the treatment of venous reflux disease",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 (blue introducer included),,"Access with 5-F microintroducer; blue introducer (ID: 5, OD: 7) included in kit",,,,,,,,,,,,,,,,,,,,,"Nonthermal, nontumescent: cyanoacrylate-based medical adhesive",,,,,,,,,,,,,,,,,,–,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,"Intended for the permanent, complete, endovascular adhesive closure of the great saphenous vein and associated varicosities in the treatment of venous reflux disease",,,,,,,"{'Wavelength (nm)': '–', 'Sheath Size (F)': 'Access with 5-F microintroducer; blue introducer (ID: 5, OD: 7) included in kit', 'Sheath Length (cm)': '80 (blue introducer included)'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
EVT-EU-1282,Venclose Radiofrequency Generator,BD Interventional,Endovenous Ablation 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intended for endovascular coagulation of blood vessels in patients with superficial vein reflux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,–,,,,,,,,,,,,,,,,,,,,,Radiofrequency,,,,,,,,,,,,,,,,,,–,,,,,,,Endovenous Ablation 1,endovenous-ablation-1,,,,,,,Intended for endovascular coagulation of blood vessels in patients with superficial vein reflux,,,,,,,"{'Wavelength (nm)': '–', 'Sheath Size (F)': '–', 'Sheath Length (cm)': '–'}",,,,,,https://evtoday.com/device-guide/european/endovenous-ablation-1,
