device_id,name,manufacturer,category,type,_source,_source_sub,is_new_vs_neurotool,is_new_vs_existing,Code,inner_diameter_in,outer_diameter_in,length_cm,length,minid,maxod,Proximal OD (F),Distal OD (F),Vessel diameters,Description,comments,Comments,material,Materials Used,design,Coil Type,url1,url2,AV Connection,Access,Acute or Chronic,Adjunctive Procedures,Antithrombogenic,Antithrombogenic (Yes/No),Aorto-Uni-Iliac/Converter Length (cm),Aorto-Uni-Iliac/Converter Proximal Diameter (mm),Approach,Arch Width (mm),Balloon Diameter (mm),Balloon Diameters (mm),Balloon Lengths (cm),Balloon Lengths (mm),Balloon Nominal Pressure (atm),Balloon Rated Burst Pressure (atm),Balloon Working Length (mm),Barrel Volume (mL),Blade Range (mm),Branch Diameter (mm),Branched Design,CE Mark Indication,CE Mark Indications,CT artefacts,Cannula Size (F),Catheter Carrier System ID (F),Catheter Endhole Diameter ID (inch),Catheter Length (cm),Catheter Size (F),Catheter Size/Length (F/cm),Catheter Type,Catheter Usable Length (cm),Catheter Working Length (cm),Cautions,Cell Design,Coated (Yes/No),Coating Type,Coil Diameter (mm),Coil Length (cm),Color,Color Coded,Common Iliac Artery Length (cm),Components,Composition,Crossing Profile (inch),Crossing Profile (mm),Crown Diameter (mm),Cuff Diameter (mm),Cuff Length (cm),Curved or Straight,Curved/Straight,Delivery Cable Length (cm),Delivery Sheath OD (F),Delivery System,Delivery System Length (cm),Delivery System Profile: Device OD (mm),Delivery System Profile: Device Outer Diameter (F),Design,Detachment,Device Diameter (mm),Device Height (mm),Device Length (mm),Device Shape,Device Size (mm),Diameter (inch),Diameter (mm),Diameters (mm),Dilator Construction,Dilator Length (cm),Distal Device Diameter (mm),Distal Size (F),Drug Concentration (µg/mm2),Drug Delivered,Drug Type,Durometer,Electrode Design,Embolic Protection Device,Energy Source,Excipient Type,External Artery Length (cm),Firing Scheme,Fistula Site(s),Fixation Location,Flexible Tip Length (cm),Gauge,Graft Material,Guide Catheter Compatibility (F),Guidewire Compatibility (inch),Hydrophilic Coated,Hydrophilic Coating,Hydrophilic Coating (Yes/No),Iliac Leg Extensions Diameter (mm),Iliac Leg Extensions Length (cm),Iliac Limb Diameter (mm),Iliac Limb Length (cm),Imaging Diameter (mm),Imaging Guidance,Indicated Caval Diameter (mm) (based on average caval diameter),Internal Diameter (inch),Introducer Size (F),Latch Type,Length (cm),Length (mm),Lengths (cm),Luminescent Gauge (Yes/No),Main Body Delivery System Profile: Device OD (F),Main Body Diameter (mm),Main Body Extensions Diameter (mm),Main Body Extensions Length (cm),Main Body Length (cm),Material,Material Used,Max Pulses/Max Cycles (pulses per cycle),Maximum Deployed Length (mm),Maximum Guidewire (inch),Maximum Guidewire Compatibility (inch),Maximum Guidewire Size (inch),Maximum Inflated Balloon Diameter (mm),Maximum Tip Diameter (mm),Maximum Wire Compatibility,Maximum Wire Compatibility (inch),Measuring Increments,Mechanism of Action,Method of Detachment,Middle Size (F),Minimum Guide Catheter ID (F),Minimum Guide Catheter ID (inch/mm),Minimum Guide Catheter Size (F),Minimum Guiding Catheter (F),Minimum Guiding Catheter ID (inch),Minimum Microcatheter (inch),Minimum Sheath Diameter (F),Minimum Vessel Diameter (mm),Modality,Mode of Operation,Nitinol Reinforced Section Diameter (mm),Nitinol Reinforced Section Length (cm),Nominal Pressure (atm),Number of Catheter Sizes,Number of Lumens,Occluders Diameter (mm),Outflow,Parent Vessel Diameter (mm),Permanent/Retrievable,Polymer,Polymer Cartridge Size (mL),Polymer Type,Position,Preparation,Pressure Range (atm),Proximal Device Diameter (mm),Proximal Size (F),Puncture Size (F),Radiopaque Tip,Radiopaque Tip (Yes/No),Rated Burst Pressure (atm),Recommended Catheter Sizes (ID) (inch),Recommended Delivery Catheter Sizes (ID) (inch),Recommended Guide Catheter Size (inch),Recommended Guidewire (inch),Recommended Guidewire Size (inch),Recommended Introducer Size (F),Recommended Vessel (mm),Research,Resheathable,Safety Mechanisms,Shaft Diameter (mm),Shaft Distal Section (F),Shaft Length (cm),Shaft Length (mm),Sheath Compatibility (F),Sheath Length (cm),Sheath Required for Delivery,Sheath Size (F),Sideholes (Yes/No),Size (F),Sizes,Sizes (mm),Sizes (µm),Snare Length (cm),Snare Type,Stent Diameter (mm),Stent Diameters (mm),Stent Expansion,Stent Length (mm),Stent Lengths (mm),Stent Material,Straight Stent Diameters (mm),Straight Stent Lengths (mm),Strengths,Support Catheter Construction,Surface coating,Tapered Stent Diameters (Proximal/Distal) (mm),Tapered Stent Lengths (mm),Technology,Threads,Tip,Tip Length (cm),Tip Length (mm),Tip Type,Tip-to-Cuff Insertion Length (cm),Type,"Type (Detachable, Pushable)",Type (Fixed or Movable Core),Type of Catheter Construction,Type of Special Access,US FDA Indicated Use,Variety of Selective Shapes,Vascular Graft Section Introducer Size (F),Vascular Graft Section Recommended Guidewire (inch),Vial Size (mL),Viscosity,Wavelength (nm),Wire Compatibility,Wire Diameters (inch),Wire Size (inch),Working Diameter (mm),Working Diameters (mm),Working Length (cm),category_name,category_slug,device_type,dmso,features,ifu,image,incompatibility,indications,materials,maxod_cat,minid_empirical,recommended,recommendedParentId,sizetable,specifications,stent diameter mm,stent length mm,subcategory,tablecaption,tip lengths,url,youtube
NT-0227,Headway Duo 167 cm,Microvention,Microcatheter,Microcatheter,neurotool.org,us,,,,0.013,0.027559,167,167,0.013,0.027559,,,,,The catheter is compatible with the CatchView mini according to internal testing.,,,,,,https://www.microvention.com/product/headway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
NT-0228,Headway-17,Microvention,Microcatheter,Microcatheter,neurotool.org,us,,,,0.017,0.032,150,150,0.017,0.032,,,,,,,,,,,https://www.microvention.com/product/headway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
NT-0229,Headway-21,Microvention,Microcatheter,Microcatheter,neurotool.org,us,,,,0.021,0.033,150,150,0.021,0.033,,,,,,,,,,,https://www.microvention.com/product/headway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT-0230,Headway-27,Microvention,Microcatheter,Microcatheter,neurotool.org,us,,,,0.027,0.041,150,150,0.027,0.041,,,,,,,,,,,https://www.microvention.com/product/headway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT-0231,Headway Duo 156 cm,Microvention,Microcatheter,Microcatheter,neurotool.org,us,,,,0.0165,0.02756,156,156,0.0165,0.02756,,,,,,,,,,,https://www.microvention.com/product/headway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
NT-0232,Via 17,Microvention,Microcatheter,Microcatheter,neurotool.org,us,,,,0.0175,0.032,154,154,0.0175,0.032,,,,,,,,,,,https://www.microvention.com/product/VIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT-0233,Via 21,Microvention,Microcatheter,Microcatheter,neurotool.org,us,,,,0.021,0.03281,154,154,0.021,0.03281,,,,,,,,,,,https://www.microvention.com/product/VIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT-0234,Via 27,Microvention,Microcatheter,Microcatheter,neurotool.org,us,,,,0.027,0.03937,154,154,0.027,0.03937,,,,,,,,,,,https://www.microvention.com/product/VIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT-0235,Via 33,Microvention,Microcatheter,Microcatheter,neurotool.org,us,,,,0.033,0.04987,133,133,0.033,0.04987,,,,,,,,,,,https://www.microvention.com/product/VIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT-0236,Wedge,Microvention,Microcatheter,Microcatheter,neurotool.org,us,,,,0.021,0.068,160,160,0.021,0.068,,,,,,,,,,,https://www.microvention.com/product/wedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT-0237,LVIS,Microvention,Stent,Stent,neurotool.org,us,,,,0,0.02,,,0,0.02,,,,,,,Nickel titanium,,"Self-expanding nickel titanium, single-wire braid, compliant, closed-cell.",,https://www.microvention.com/product/lvis-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""The braided construction allows physicians to control the stent deployment to achieve optimal placement. Radiopaque strands along the entire stent body allow physicians to visualize the stent expansion. The braided design allows individual wires to slide during deployment, allowing the stent to conform to the shape of the vessel, even in tortuous anatomies. The high metal coverage and small pore size provide consistent support of coil mass including small finishing coils.""",,,,,,,,Headway-21,,"[{""Labeled diameter (mm)"":""LVIS 3.5"",""Length option 1"":""17 / 13"",""Length option 2"":""22 / 18"",""Length option 3"":"""",""Length option 4"":"""",""Length option 5"":""""},{""Labeled diameter (mm)"":""LVIS 4.0"",""Length option 1"":""12 / 8"",""Length option 2"":""17 / 13"",""Length option 3"":""22 / 18"",""Length option 4"":""28 / 24"",""Length option 5"":""31 / 27""},{""Labeled diameter (mm)"":""LVIS 4.5"",""Length option 1"":""18 / 14"",""Length option 2"":""23 / 19"",""Length option 3"":""32 / 28"",""Length option 4"":"""",""Length option 5"":""""},{""Labeled diameter (mm)"":""LVIS 5.5"",""Length option 1"":""30 / 26"",""Length option 2"":""33 / 29"",""Length option 3"":"""",""Length option 4"":"""",""Length option 5"":""""}]",,,,,Table of Total length / working length at fully expanded diameter (mm/mm),,,
NT-0238,LVIS Jr,Microvention,Stent,Stent,neurotool.org,us,,,,0,0.0155,?,?,0,0.0155,,,,,,,Nickel titanium,,"Self-expanding nickel titanium, single-wire braid, compliant, closed-cell.",,https://www.microvention.com/product/lvis-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Headway-17 / Scepter C / Scepter XC,,"[{""Labeled diameter (mm)"":""LVIS Jr. 2.5"",""Length option 1"":""13 / 9"",""Length option 2"":""17 / 13"",""Length option 3"":""23 / 19"",""Length option 4"":""34 / 30""},{""Labeled diameter (mm)"":""LVIS Jr. 3.5"",""Length option 1"":""18 / 14"",""Length option 2"":""23 / 19"",""Length option 3"":""28 / 24"",""Length option 4"":""33 / 29""}]",,,,,Table of Total length / working length at fully expanded diameter (mm/mm),,,
NT-0239,FRED Junior 21 (2.5 - 3 mm diameter),Microvention,Stent,Stent,neurotool.org,us,,,,0,0.02,?,?,0,0.02,,,,,"<p>Sizing:</p>
<p>
Choose the stent diameter to cover the vessel diameter at both the proximal and distal landing zones. The stent should be sized to the largest vessel diameter. Try to stay within 1 mm difference between the distal and proximal parent vessel. Avoid oversizing. The device comes with a labelling chart (working length/total length). </p>
<p>Technique</p>
<p>Use the ""push and pull"" technique for deployment. The FRED X device may be recaptured up to approximately 75% of its deployed length. You can recapture the implant up to 3 times. Always check the distal lead wire position when deploying stent (unless using the FRED X 21). </p>",,Nitinol; Tantalum,,Low porosity (36 nitinol wires) inner layer and high porosity (16 nitinol wires) outer layer,,https://www.microvention.com/product/fred-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28798217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Headway-21,,"[{""Fully Open Implant Diameter (mm)"":""FRED 21 2.5"",""Length option 1"":""8/13"",""Length option 2"":""13/18"",""Length option 3"":""20/25"",""Length option 4"":""26/30"",""Length option 5"":""""},{""Fully Open Implant Diameter (mm)"":""FRED 21 3.0"",""Length option 1"":""9/13"",""Length option 2"":""14/19"",""Length option 3"":""21/27"",""Length option 4"":""27/32"",""Length option 5"":""""},{""Fully Open Implant Diameter (mm)"":""FRED 27 3.5"",""Length option 1"":""7/13"",""Length option 2"":""11/17"",""Length option 3"":""16/22"",""Length option 4"":""24/31"",""Length option 5"":""36/40""},{""Fully Open Implant Diameter (mm)"":""FRED 27 4.0"",""Length option 1"":""7/13"",""Length option 2"":""12/18"",""Length option 3"":""17/23"",""Length option 4"":""26/32"",""Length option 5"":""38/44""},{""Fully Open Implant Diameter (mm)"":""FRED 27 4.5"",""Length option 1"":""8/15"",""Length option 2"":""13/20"",""Length option 3"":""18/25"",""Length option 4"":""28/34"",""Length option 5"":""39/45""},{""Fully Open Implant Diameter (mm)"":""FRED 27 5.0"",""Length option 1"":""9/15"",""Length option 2"":""14/21"",""Length option 3"":""19/26"",""Length option 4"":""29/36"",""Length option 5"":""""},{""Fully Open Implant Diameter (mm)"":""FRED 27 5.5"",""Length option 1"":""14/22"",""Length option 2"":""26/32"",""Length option 3"":"""",""Length option 4"":"""",""Length option 5"":""""}]",,,,,Working length / Total length at labeled diameter (mm/mm),,,
NT-0240,FRED 27 (3.5 - 5.5 mm diameter),Microvention,Stent,Stent,neurotool.org,us,,,,0,0.026,?,?,0,0.026,,,,,"<p>Sizing:</p>
<p>
Choose the stent diameter to cover the vessel diameter at both the proximal and distal landing zones. The stent should be sized to the largest vessel diameter. Try to stay within 1 mm difference between the distal and proximal parent vessel. Avoid oversizing. The device comes with a labelling chart (working length/total length). </p>
<p>Technique</p>
<p>Use the ""push and pull"" technique for deployment. The FRED X device may be recaptured up to approximately 75% of its deployed length. You can recapture the implant up to 3 times. Always check the distal lead wire position when deploying stent (unless using the FRED X 21). </p>",,Nitinol; Tantalum,,"Low porosity (48 nitinol wires) inner layer and high porosity (16 nitinol wires) outer layer. The  inner  and  outer  layers  are  connected  by  an  interwoven  tantalum  layer  that  provides  radi-opacity.  The  dual  layer  is  only  present  in  80%  of  the  central  portion of the device with the aim of increasing coverage across the  aneurysm  neck,  and  easier  opening  in  distal  and  proximal  landing zones.",,https://www.microvention.com/product/fred-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29545252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Headway-27,,"[{""Fully Open Implant Diameter (mm)"":""FRED 21 2.5"",""Length option 1"":""8/13"",""Length option 2"":""13/18"",""Length option 3"":""20/25"",""Length option 4"":""26/30"",""Length option 5"":""""},{""Fully Open Implant Diameter (mm)"":""FRED 21 3.0"",""Length option 1"":""9/13"",""Length option 2"":""14/19"",""Length option 3"":""21/27"",""Length option 4"":""27/32"",""Length option 5"":""""},{""Fully Open Implant Diameter (mm)"":""FRED 27 3.5"",""Length option 1"":""7/13"",""Length option 2"":""11/17"",""Length option 3"":""16/22"",""Length option 4"":""24/31"",""Length option 5"":""36/40""},{""Fully Open Implant Diameter (mm)"":""FRED 27 4.0"",""Length option 1"":""7/13"",""Length option 2"":""12/18"",""Length option 3"":""17/23"",""Length option 4"":""26/32"",""Length option 5"":""38/44""},{""Fully Open Implant Diameter (mm)"":""FRED 27 4.5"",""Length option 1"":""8/15"",""Length option 2"":""13/20"",""Length option 3"":""18/25"",""Length option 4"":""28/34"",""Length option 5"":""39/45""},{""Fully Open Implant Diameter (mm)"":""FRED 27 5.0"",""Length option 1"":""9/15"",""Length option 2"":""14/21"",""Length option 3"":""19/26"",""Length option 4"":""29/36"",""Length option 5"":""""},{""Fully Open Implant Diameter (mm)"":""FRED 27 5.5"",""Length option 1"":""14/22"",""Length option 2"":""26/32"",""Length option 3"":"""",""Length option 4"":"""",""Length option 5"":""""}]",,,,,Working length / Total length at labeled diameter (mm/mm),,,
NT-0241,CASPER RX Carotid,Microvention,Stent,Stent,neurotool.org,us,,,,0.015,0.0656168,?,?,0.015,0.0656168,,,,"""Carotid Artery Stent Designed for Sustained Embolic Protection""",,,,,Closed cell. Braided.,,https://www.microvention.com/emea/product/casper,https://microvention.s3.amazonaws.com/static/product_specification_sheet_EMEA/CASPER_Spec_Sheet__EMEA_CHAPLA_0d1e2c.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Micro-mesh with small cell size (375-700 µm) limits plaque prolapse and embolic release.
	
Conformability: Braided design allows for stent in-vivo tapering and conformability to the ICA-CCA segments.
    
Flexibility: Closed cell stent with similar flexibility to an open cell stent, resulting in good vessel wall apposition in tortuous anatomy.

Fully repositionable with up to 50% deployment, improving stent placement accuracy.

Delivery catheter with flexible distal design to enhance trackability in highly challenging anatomy.

Low profile 5 Fr sheath compatible system enhances the crossability for stenting.""",,,,,,,,,,"[{""Product Code"":""CPR-0520-143RX"",""Diameter"":""5"",""Dual Layer Length"":""20/20/22"",""Overall Length"":""25/33/35""},{""Product Code"":""CPR-0530-143RX"",""Diameter"":""5"",""Dual Layer Length"":""30/35/38"",""Overall Length"":""37/47/52""},{""Product Code"":""CPR-0540-143RX"",""Diameter"":""5"",""Dual Layer Length"":""40/45/52"",""Overall Length"":""47/59/64""},{""Product Code"":""CPR-0616-143RX"",""Diameter"":""6"",""Dual Layer Length"":""16/20/23"",""Overall Length"":""22/32/35""},{""Product Code"":""CPR-0625-143RX"",""Diameter"":""6"",""Dual Layer Length"":""25/30/33"",""Overall Length"":""33/44/48""},{""Product Code"":""CPR-0630-143RX"",""Diameter"":""6"",""Dual Layer Length"":""30/40/43"",""Overall Length"":""40/53/58""},{""Product Code"":""CPR-0718-143RX"",""Diameter"":""7"",""Dual Layer Length"":""18/23/26"",""Overall Length"":""25/35/38""},{""Product Code"":""CPR-0725-143RX"",""Diameter"":""7"",""Dual Layer Length"":""25/30/36"",""Overall Length"":""35/47/52""},{""Product Code"":""CPR-0730-143RX"",""Diameter"":""7"",""Dual Layer Length"":""30/40/44"",""Overall Length"":""40/53/60""},{""Product Code"":""CPR-0820-143RX"",""Diameter"":""8"",""Dual Layer Length"":""20/25/27"",""Overall Length"":""25/36/40""},{""Product Code"":""CPR-0825-143RX"",""Diameter"":""8"",""Dual Layer Length"":""25/30/38"",""Overall Length"":""35/49/54""},{""Product Code"":""CPR-0830-143RX"",""Diameter"":""8"",""Dual Layer Length"":""30/40/45"",""Overall Length"":""40/55/61""},{""Product Code"":""CPR-0840-143RX"",""Diameter"":""8"",""Dual Layer Length"":""40/50/60"",""Overall Length"":""47/67/75""},{""Product Code"":""CPR-0920-143RX"",""Diameter"":""9"",""Dual Layer Length"":""20/30/33"",""Overall Length"":""33/45/48""},{""Product Code"":""CPR-0930-143RX"",""Diameter"":""9"",""Dual Layer Length"":""30/40/45"",""Overall Length"":""40/55/60""},{""Product Code"":""CPR-1020-143RX"",""Diameter"":""10"",""Dual Layer Length"":""20/30/35"",""Overall Length"":""35/45/50""},{""Product Code"":""CPR-1030-143RX"",""Diameter"":""10"",""Dual Layer Length"":""30/40/45"",""Overall Length"":""43/55/60""}]",,,,,Unconstrained Dimensions / Implanted Dimensions (1mm<) / Implanted Dimesions (2mm<) (mm/mm/mm),,,
NT-0242,LVIS Evo,Microvention,Stent,Stent,neurotool.org,us,,,,0,0.0155,?,?,0,0.0155,,,,"""Braided with Nitinol – Platinum DFT (Drawn Filled Tube) wire, the LVIS EVO stent provides full visibility of every single wire under fluoroscopy, reliable support to the coil mass, and flexible braids that allow for optimized opening and advanced techniques.

DFT wire makes every wire visible under fluoroscopy. 17 - 28% metal coverage provides reliable support to the coil mass. The flexible braided design ensures the stent opening and wall apposition, and allows for the advanced techniques, for example “shelf” or “shouldering” technique.""",,,Nitinol-Platiinum drawn filled tube,,,,https://www.microvention.com/emea/product/lvis-evo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.microvention.com/emea/product/lvis-evo/instructions-for-use/lvis-evo,,,,,,,Headway-17 / Scepter C / Scepter XC,,"[{""Labeled diameter (mm)"":""LVIS EVO 2.5"",""Length option 1"":12,""Length option 2"":17,""Length option 3"":22,""Length option 4"":27,""Length option 5"":null},{""Labeled diameter (mm)"":""LVIS EVO 3.0"",""Length option 1"":18,""Length option 2"":24,""Length option 3"":28,""Length option 4"":32,""Length option 5"":null},{""Labeled diameter (mm)"":""LVIS EVO 3.5"",""Length option 1"":17,""Length option 2"":22,""Length option 3"":28,""Length option 4"":34,""Length option 5"":null},{""Labeled diameter (mm)"":""LVIS EVO 4.0"",""Length option 1"":13,""Length option 2"":18,""Length option 3"":21,""Length option 4"":27,""Length option 5"":31}]",,,,,Total length at labeled diameter (mm),,,
